#project_accession: PXD004452
#project_title: HeLa proteome of 12,250 protein-coding genes
#project_description: We developed an optimized multi-shot proteomics workflow based on high-resolution offline high pH reversed-phase peptide separation of high peptide loads collecting many fractions that were in turn analyzed by short online chromatographic separations and fast peptide sequencing using orbitrap tandem mass spectrometry.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
Q96FH0	PXD004452-Sample-2	liver	7792980.142857143	4.425324309775327
Q92804	PXD004452-Sample-2	liver	7790343.03172043	4.425177321509353
Q4J6C6	PXD004452-Sample-2	liver	7787047.243243244	4.424993549677839
Q9BVJ6	PXD004452-Sample-2	liver	7784780.66025641	4.424867120783683
Q9Y6W3	PXD004452-Sample-2	liver	7783712.665	4.424807535769566
P35249	PXD004452-Sample-2	liver	7782570.361111112	4.424743795919063
O00767	PXD004452-Sample-2	liver	7778172.269230769	4.424498297727777
Q8IX05	PXD004452-Sample-2	liver	7773987.833333333	4.424264596756079
Q8WXA9	PXD004452-Sample-2	liver	7771414.388888889	4.424120807265664
Q13310	PXD004452-Sample-2	liver	7766942.155913979	4.4238708109226375
Q969G3	PXD004452-Sample-2	liver	7766689.671052632	4.42385669280998
Q16647	PXD004452-Sample-2	liver	7757236.689102564	4.423327783008347
Q8IUI8	PXD004452-Sample-2	liver	7748642.715686274	4.422846376502201
Q9H3K6	PXD004452-Sample-2	liver	7744634.166666667	4.42262164796069
P52788	PXD004452-Sample-2	liver	7743558.991666667	4.422561351376633
Q9HAV0	PXD004452-Sample-2	liver	7735939.464285715	4.42213380277447
Q7L5D6	PXD004452-Sample-2	liver	7728802.142857143	4.4217329296644206
Q8N3V7	PXD004452-Sample-2	liver	7725309.140151515	4.421536607559787
O43252	PXD004452-Sample-2	liver	7722429.625	4.421374699390008
Q13907	PXD004452-Sample-2	liver	7719223.568181818	4.421194359527767
P51114	PXD004452-Sample-2	liver	7711991.310344827	4.420787271696381
Q7Z412	PXD004452-Sample-2	liver	7711802.222222222	4.420776623222894
Q86XI2	PXD004452-Sample-2	liver	7711615.384615385	4.420766101230463
Q8IVM0	PXD004452-Sample-2	liver	7705183.885416667	4.420403747835898
P18440	PXD004452-Sample-2	liver	7695442.45	4.419854334829004
P17181	PXD004452-Sample-2	liver	7693744.4	4.419758494320317
Q14141	PXD004452-Sample-2	liver	7692987.275	4.419715754222312
Q5SY16	PXD004452-Sample-2	liver	7689983.386363637	4.419546141693715
Q9Y657	PXD004452-Sample-2	liver	7686232.380952381	4.41933425067857
P61009	PXD004452-Sample-2	liver	7677906.785714285	4.418863575376147
O43439	PXD004452-Sample-2	liver	7663124.21875	4.418026605651477
Q13402	PXD004452-Sample-2	liver	7660430.909591194	4.417873940123409
O75844	PXD004452-Sample-2	liver	7658804.065789473	4.417781699317676
Q6P4F2	PXD004452-Sample-2	liver	7644544.857142857	4.416972373534819
Q9NPY3	PXD004452-Sample-2	liver	7642918.043478261	4.416879942736475
Q8IUC4	PXD004452-Sample-2	liver	7642316.720833333	4.416845772360855
Q9UHY1	PXD004452-Sample-2	liver	7640298.05	4.4167310409982
Q9BSY4	PXD004452-Sample-2	liver	7626749.142857143	4.415960202069308
Q12913	PXD004452-Sample-2	liver	7623117.247023809	4.415753339620975
Q7Z3J2	PXD004452-Sample-2	liver	7611631.826923077	4.415098513539773
Q92888	PXD004452-Sample-2	liver	7602060.406976744	4.414552056394302
O75122	PXD004452-Sample-2	liver	7593205.881756756	4.414045915625842
Q14118	PXD004452-Sample-2	liver	7587387.576923077	4.413713009298576
P63302	PXD004452-Sample-2	liver	7576579.375	4.413093917570897
Q9NY12	PXD004452-Sample-2	liver	7571938.541666667	4.412827820467241
Q9Y5A9	PXD004452-Sample-2	liver	7561737.823529412	4.412242355817083
Q9Y265	PXD004452-Sample-2	liver	7558699.470833333	4.412067818559721
Q96HD1	PXD004452-Sample-2	liver	7555116.434210527	4.411861901923886
P43304	PXD004452-Sample-2	liver	7549562.630952381	4.41154253251433
Q14344	PXD004452-Sample-2	liver	7537405.277777777	4.410842607576061
Q15057	PXD004452-Sample-2	liver	7527395.107407407	4.410265452581181
Q9H7L9	PXD004452-Sample-2	liver	7523668.006410256	4.41005036353167
O75636	PXD004452-Sample-2	liver	7522981.222222222	4.410010717949614
Q9GZT4	PXD004452-Sample-2	liver	7516242.8125	4.409621541706446
Q14766	PXD004452-Sample-2	liver	7506023.902173913	4.409030683198269
O00471	PXD004452-Sample-2	liver	7485697.890243903	4.407853035913783
Q9NV31	PXD004452-Sample-2	liver	7484034.0	4.407756491986384
Q8IYI6	PXD004452-Sample-2	liver	7480225.341085272	4.407535421294126
O95255	PXD004452-Sample-2	liver	7479367.336363636	4.407485603531772
P11908	PXD004452-Sample-2	liver	7478855.104166666	4.407455859407085
O75940	PXD004452-Sample-2	liver	7466095.398148147	4.406714274982277
P49354	PXD004452-Sample-2	liver	7464036.708333333	4.406594506767794
Q7Z417	PXD004452-Sample-2	liver	7456332.787037037	4.4061460231285166
Q7Z5L7	PXD004452-Sample-2	liver	7440522.712121212	4.405224186856054
Q99569	PXD004452-Sample-2	liver	7435796.954166667	4.404948262337417
Q8NET6	PXD004452-Sample-2	liver	7434689.289473684	4.404883563354885
O43760	PXD004452-Sample-2	liver	7434555.714285715	4.404875760542161
Q9C0I1	PXD004452-Sample-2	liver	7434433.653508771	4.404868630222733
Q8N0Z8	PXD004452-Sample-2	liver	7433706.8444444435	4.404826170418653
P17480	PXD004452-Sample-2	liver	7420105.149572651	4.404030799818729
Q9C0H9	PXD004452-Sample-2	liver	7416820.715962442	4.403838521252492
Q96GX9	PXD004452-Sample-2	liver	7405869.431372549	4.403196791136671
Q9NV06	PXD004452-Sample-2	liver	7392368.75	4.402404362608777
Q9NWH9	PXD004452-Sample-2	liver	7389098.597916667	4.402212201844962
O00505	PXD004452-Sample-2	liver	7380702.265625	4.401718426578931
O14929	PXD004452-Sample-2	liver	7369263.833333333	4.401044845502421
P48681	PXD004452-Sample-2	liver	7364774.261494253	4.400780179926885
O75694	PXD004452-Sample-2	liver	7354067.922727273	4.400148376880186
Q9UPY8	PXD004452-Sample-2	liver	7350323.516666667	4.399927194666427
Q9BUQ8	PXD004452-Sample-2	liver	7336265.349206348	4.39909577132175
Q6P3W7	PXD004452-Sample-2	liver	7335384.45625	4.399043620819847
Q13144	PXD004452-Sample-2	liver	7326854.617816092	4.398538314343452
P12259	PXD004452-Sample-2	liver	7321099.165708812	4.398197029648453
Q15642	PXD004452-Sample-2	liver	7314899.367283951	4.397829095967699
Q7L576	PXD004452-Sample-2	liver	7310736.391927083	4.39758186469456
P57772	PXD004452-Sample-2	liver	7294101.982142857	4.3965925712401805
P19878	PXD004452-Sample-2	liver	7288282.883333334	4.396245960907223
Q8N766	PXD004452-Sample-2	liver	7286084.084640522	4.39611491903783
P11532	PXD004452-Sample-2	liver	7280374.553146258	4.395774463171259
Q8WVM0	PXD004452-Sample-2	liver	7274119.380952381	4.395401164457238
O43148	PXD004452-Sample-2	liver	7267178.726666667	4.394986581376184
Q9HBH5	PXD004452-Sample-2	liver	7265872.157894737	4.394908492389376
Q5T4S7	PXD004452-Sample-2	liver	7264311.334054834	4.394815189068894
Q8NBJ5	PXD004452-Sample-2	liver	7263055.171717171	4.39474008331965
Q9NSK7	PXD004452-Sample-2	liver	7261665.0	4.394656950026841
Q9UJV9	PXD004452-Sample-2	liver	7260223.761904762	4.394570746122626
P57737	PXD004452-Sample-2	liver	7258887.953125	4.394490832916508
Q9HBI0	PXD004452-Sample-2	liver	7255931.953703704	4.394313941399676
P30838	PXD004452-Sample-2	liver	7253960.595238095	4.394195932240636
P18084	PXD004452-Sample-2	liver	7253806.153409091	4.394186685712858
Q9HAU0	PXD004452-Sample-2	liver	7248230.652542373	4.393852745120655
Q92625	PXD004452-Sample-2	liver	7243540.576923077	4.393571637449269
P06454	PXD004452-Sample-2	liver	7242214.166666667	4.393492103774027
Q9HD26	PXD004452-Sample-2	liver	7234680.056666667	4.393040069982252
O15488	PXD004452-Sample-2	liver	7220856.760416667	4.392209470165868
Q96JJ3	PXD004452-Sample-2	liver	7218951.039473684	4.392094836494027
Q8WTW3	PXD004452-Sample-2	liver	7212419.04245283	4.391701691499534
Q12824	PXD004452-Sample-2	liver	7208449.030701754	4.391462572157843
Q96I59	PXD004452-Sample-2	liver	7203625.434782608	4.391171862978695
Q9H2D6	PXD004452-Sample-2	liver	7203459.900943397	4.39116188310681
Q8N5I4	PXD004452-Sample-2	liver	7197182.509259258	4.390783256006131
Q7L9B9	PXD004452-Sample-2	liver	7194800.697916667	4.390639508265799
P07947	PXD004452-Sample-2	liver	7190103.028985507	4.390355853706009
Q9UHA4	PXD004452-Sample-2	liver	7187009.555555556	4.390168962429562
Q7L3B6	PXD004452-Sample-2	liver	7185559.097222222	4.390081305717981
P02786	PXD004452-Sample-2	liver	7184761.375	4.390033088789176
O14656	PXD004452-Sample-2	liver	7181718.90625	4.389849142911915
Q9NXR1	PXD004452-Sample-2	liver	7172412.62	4.38928600618375
Q96DH6	PXD004452-Sample-2	liver	7172296.681818182	4.389278985990932
O14910	PXD004452-Sample-2	liver	7171523.75	4.389232181162964
Q86YB8	PXD004452-Sample-2	liver	7167778.854166667	4.3890053378251
Q7Z4V5	PXD004452-Sample-2	liver	7165344.017156862	4.3888577864090745
Q96A00	PXD004452-Sample-2	liver	7163891.875	4.388769762548965
Q14C86	PXD004452-Sample-2	liver	7157624.575136611	4.388389655605635
Q9H8N7	PXD004452-Sample-2	liver	7152017.847222221	4.388049329684486
Q9NYY8	PXD004452-Sample-2	liver	7145437.261904762	4.387649550553016
P11217	PXD004452-Sample-2	liver	7140471.5616666665	4.387347633982544
P83436	PXD004452-Sample-2	liver	7133164.35625	4.386902970928775
P51531	PXD004452-Sample-2	liver	7130884.584745763	4.386764147485751
Q9BQ70	PXD004452-Sample-2	liver	7128615.019230769	4.386625901430114
Q14137	PXD004452-Sample-2	liver	7128049.106060606	4.386591423102645
Q9Y6L6	PXD004452-Sample-2	liver	7124559.777777777	4.386378774869412
P50750	PXD004452-Sample-2	liver	7122951.722222222	4.386280740955582
Q5QJE6	PXD004452-Sample-2	liver	7121781.335784313	4.386209375297728
O15321	PXD004452-Sample-2	liver	7119402.2727272725	4.386064273037159
Q9NXL9	PXD004452-Sample-2	liver	7116529.181034483	4.385888974653745
P43405	PXD004452-Sample-2	liver	7111960.518518519	4.385610077169831
Q9Y240	PXD004452-Sample-2	liver	7108087.96875	4.385373534089342
P56182	PXD004452-Sample-2	liver	7102656.3	4.385041539672172
Q9UBI1	PXD004452-Sample-2	liver	7100224.5	4.384892820923309
Q9Y450	PXD004452-Sample-2	liver	7097677.855263158	4.384737024138578
Q9Y3X0	PXD004452-Sample-2	liver	7097592.507575759	4.384731801831608
Q01105	PXD004452-Sample-2	liver	7083067.203703704	4.383842102529283
P05543	PXD004452-Sample-2	liver	7079514.545454546	4.383624218539855
Q9H0A0	PXD004452-Sample-2	liver	7072844.583333333	4.383214855276549
Q8IWA4	PXD004452-Sample-2	liver	7064413.962301588	4.382696880364326
Q9NZJ9	PXD004452-Sample-2	liver	7062657.1875	4.382588866806792
P63098	PXD004452-Sample-2	liver	7061065.555555556	4.382490983693933
Q99519	PXD004452-Sample-2	liver	7060844.058333333	4.382477360179267
Q9NZW5	PXD004452-Sample-2	liver	7059372.738383839	4.382386853617406
O60841	PXD004452-Sample-2	liver	7052629.296666668	4.38197179702339
Q9NQ88	PXD004452-Sample-2	liver	7050546.375	4.381843513661726
Q96RF0	PXD004452-Sample-2	liver	7046045.130952381	4.381566160726132
A5D8V6	PXD004452-Sample-2	liver	7045116.25	4.3815089038596975
O95628	PXD004452-Sample-2	liver	7041648.804347826	4.381295101395095
Q9BTK6	PXD004452-Sample-2	liver	7040468.611111111	4.3812223067440685
P19320	PXD004452-Sample-2	liver	7038151.539583333	4.381079353616985
Q9BU23	PXD004452-Sample-2	liver	7027738.280303031	4.380436319734568
Q9BQG2	PXD004452-Sample-2	liver	7017135.62345679	4.379780610574327
Q8TB96	PXD004452-Sample-2	liver	7009316.111111111	4.379296386698043
Q9NXC2	PXD004452-Sample-2	liver	7008351.708333333	4.379236628568406
Q969T7	PXD004452-Sample-2	liver	7006055.277777778	4.379094299730908
Q00587	PXD004452-Sample-2	liver	7000369.820175439	4.378741723969123
P60510	PXD004452-Sample-2	liver	6994712.1875	4.378390589365684
Q12874	PXD004452-Sample-2	liver	6991464.847826087	4.378188918569864
Q96S55	PXD004452-Sample-2	liver	6991154.051282053	4.3781696121402085
Q9Y3T9	PXD004452-Sample-2	liver	6990550.080357143	4.37813209150072
Q9UKV8	PXD004452-Sample-2	liver	6985459.240740742	4.377815703095325
Q9H3P2	PXD004452-Sample-2	liver	6980071.771739131	4.377480628378468
P13646	PXD004452-Sample-2	liver	6971340.714285715	4.37693704892771
Q9BRP4	PXD004452-Sample-2	liver	6963799.15625	4.376466977239868
Q01658	PXD004452-Sample-2	liver	6962712.5	4.376399203079949
P15088	PXD004452-Sample-2	liver	6959197.565217392	4.37617990604303
Q9BV86	PXD004452-Sample-2	liver	6956857.7	4.376033860264608
Q8NEZ2	PXD004452-Sample-2	liver	6954417.291666667	4.3758814866131255
Q15124	PXD004452-Sample-2	liver	6952262.424731183	4.375746897071137
O95163	PXD004452-Sample-2	liver	6946799.398305085	4.3754054981502986
Q8IYB5	PXD004452-Sample-2	liver	6945795.716666667	4.375342746246237
A6NDG6	PXD004452-Sample-2	liver	6934471.611111111	4.374634114700422
Q96GP6	PXD004452-Sample-2	liver	6913041.621621622	4.373289911816328
Q13608	PXD004452-Sample-2	liver	6905089.936403509	4.372790079638766
Q9BZL6	PXD004452-Sample-2	liver	6903708.333333333	4.372703175249283
P01893	PXD004452-Sample-2	liver	6891677.794117647	4.371945704878839
Q9Y383	PXD004452-Sample-2	liver	6886505.041666667	4.3716196099245135
A5YKK6	PXD004452-Sample-2	liver	6881447.922916667	4.371300567744187
P23743	PXD004452-Sample-2	liver	6880561.163247864	4.371244599923056
Q9NQ50	PXD004452-Sample-2	liver	6874136.574074074	4.370838896521518
Q7Z2E3	PXD004452-Sample-2	liver	6870291.111111111	4.37059587972562
Q969E4	PXD004452-Sample-2	liver	6862478.705128206	4.3701017499586206
P08575	PXD004452-Sample-2	liver	6859847.160919541	4.369935179778918
P31323	PXD004452-Sample-2	liver	6848989.793650793	4.369247259177872
O15484	PXD004452-Sample-2	liver	6840834.257575758	4.368729808446568
Q8WU67	PXD004452-Sample-2	liver	6829858.846153846	4.368032468289036
A6NHR9	PXD004452-Sample-2	liver	6828540.897619047	4.367948654989
O94901	PXD004452-Sample-2	liver	6821496.241452992	4.367500384330059
Q9UBS3	PXD004452-Sample-2	liver	6820944.583333333	4.367465261278331
Q96RL7	PXD004452-Sample-2	liver	6816134.663145539	4.367158902146024
Q6IN85	PXD004452-Sample-2	liver	6815103.4625	4.367093193551277
Q9UPN3	PXD004452-Sample-2	liver	6811726.329176564	4.366877931392804
Q8IUW5	PXD004452-Sample-2	liver	6806720.785714285	4.36655867619665
Q9UL18	PXD004452-Sample-2	liver	6801957.35925926	4.366254645211889
Q8N371	PXD004452-Sample-2	liver	6790645.217391305	4.365531781154286
Q8N5A5	PXD004452-Sample-2	liver	6788019.285714285	4.365363807691043
O95873	PXD004452-Sample-2	liver	6776471.875	4.364624380328007
P42356	PXD004452-Sample-2	liver	6775525.59045584	4.364563730057439
P28370	PXD004452-Sample-2	liver	6774532.456140351	4.364500067931079
Q96R05	PXD004452-Sample-2	liver	6770917.333333333	4.364268251646176
Q9BQA9	PXD004452-Sample-2	liver	6759957.25	4.36356468962222
Q9C0B5	PXD004452-Sample-2	liver	6750942.333333333	4.36298513840581
Q9H4B0	PXD004452-Sample-2	liver	6749991.25	4.362923950008485
O14907	PXD004452-Sample-2	liver	6745418.2	4.362629620227111
P51812	PXD004452-Sample-2	liver	6744637.959302326	4.36257938259638
Q9HBH0	PXD004452-Sample-2	liver	6744347.958333333	4.362560708721062
O75487	PXD004452-Sample-2	liver	6738104.888888889	4.362158507306472
O60256	PXD004452-Sample-2	liver	6725382.913043479	4.361337756304314
Q99828	PXD004452-Sample-2	liver	6715793.035714285	4.3607180439326045
Q9UIG0	PXD004452-Sample-2	liver	6714781.24050633	4.360652608595675
P37235	PXD004452-Sample-2	liver	6709597.577777777	4.360317213377554
Q96G46	PXD004452-Sample-2	liver	6708446.939393939	4.360242729215372
Q15814	PXD004452-Sample-2	liver	6705411.136363637	4.360046151538873
O94923	PXD004452-Sample-2	liver	6687468.75	4.358882505763229
Q709C8	PXD004452-Sample-2	liver	6681971.894097223	4.35852538471614
P03951	PXD004452-Sample-2	liver	6680842.37804878	4.358451965662603
Q96P16	PXD004452-Sample-2	liver	6678000.426470588	4.358267182605428
P02750	PXD004452-Sample-2	liver	6677735.362745099	4.358249944212102
P05156	PXD004452-Sample-2	liver	6666033.63580247	4.357488240866786
Q5VT79	PXD004452-Sample-2	liver	6660688.552631579	4.357139867092938
Q7Z3T8	PXD004452-Sample-2	liver	6658960.798245614	4.357027198331118
Q9NZB8	PXD004452-Sample-2	liver	6654652.152777778	4.356746099425304
Q9NXG2	PXD004452-Sample-2	liver	6653191.19047619	4.356650743949284
Q8N3F0	PXD004452-Sample-2	liver	6644403.333333333	4.3560767275866
Q5QJ74	PXD004452-Sample-2	liver	6643861.277777778	4.356041296062066
Q12996	PXD004452-Sample-2	liver	6642927.054054054	4.355980223634536
P01700	PXD004452-Sample-2	liver	6640348.479166666	4.355811611479194
Q96JM3	PXD004452-Sample-2	liver	6632178.357638888	4.35527693723249
O60499	PXD004452-Sample-2	liver	6624151.152777777	4.35475097396345
Q9UPU7	PXD004452-Sample-2	liver	6623824.371794871	4.354729548927235
Q765P7	PXD004452-Sample-2	liver	6618404.466666668	4.354374044570715
Q9BZX2	PXD004452-Sample-2	liver	6615952.291666667	4.354213104964386
O75648	PXD004452-Sample-2	liver	6615348.663580246	4.354173478876502
Q9UK41	PXD004452-Sample-2	liver	6614073.294871794	4.354089743457687
Q14678	PXD004452-Sample-2	liver	6605936.545977012	4.353555137865951
Q9NXS2	PXD004452-Sample-2	liver	6601689.357142857	4.3532758248764125
Q5W0V3	PXD004452-Sample-2	liver	6595034.945945946	4.352837841291744
Q9NP66	PXD004452-Sample-2	liver	6594147.07051282	4.352779369219507
Q99543	PXD004452-Sample-2	liver	6593654.411290322	4.352746921175429
O75150	PXD004452-Sample-2	liver	6584399.438775511	4.352136909378557
P42345	PXD004452-Sample-2	liver	6581892.32330827	4.351971513313249
Q9BTU6	PXD004452-Sample-2	liver	6580994.306547619	4.351912255228699
Q8N9N8	PXD004452-Sample-2	liver	6576258.214285715	4.351599597427124
O00142	PXD004452-Sample-2	liver	6573908.725	4.3514444100066685
Q9Y3D3	PXD004452-Sample-2	liver	6566798.0	4.350974397396864
Q9NYL4	PXD004452-Sample-2	liver	6566431.791666667	4.350950177572654
Q15102	PXD004452-Sample-2	liver	6558193.044444444	4.3504049363987445
Q9Y5A7	PXD004452-Sample-2	liver	6554199.216049383	4.350140377857049
Q9HA47	PXD004452-Sample-2	liver	6553554.6875	4.350097667993146
Q96T66	PXD004452-Sample-2	liver	6550454.166666667	4.349892152394209
Q07820	PXD004452-Sample-2	liver	6542948.910714285	4.349394269363629
Q15428	PXD004452-Sample-2	liver	6541248.857142857	4.349281412021932
Q92696	PXD004452-Sample-2	liver	6539133.959459459	4.349140974480528
P98171	PXD004452-Sample-2	liver	6531854.991666667	4.348657274909675
Q8TDQ7	PXD004452-Sample-2	liver	6524515.041666667	4.348168976843655
Q96P48	PXD004452-Sample-2	liver	6518297.034090909	4.347754887218276
P33908	PXD004452-Sample-2	liver	6517230.116666666	4.347683795908248
Q96QG7	PXD004452-Sample-2	liver	6508328.12	4.347090180101244
Q9BQE4	PXD004452-Sample-2	liver	6485267.351851852	4.345548624510675
P02760	PXD004452-Sample-2	liver	6473285.145833334	4.3447454781038735
Q9Y5P4	PXD004452-Sample-2	liver	6460894.961904761	4.343913420700763
Q06587	PXD004452-Sample-2	liver	6460887.333333333	4.343912907916009
O60885	PXD004452-Sample-2	liver	6453534.08531746	4.3434183483412605
P41240	PXD004452-Sample-2	liver	6453320.703703703	4.343403988459025
Q01415	PXD004452-Sample-2	liver	6452966.5	4.343380150664065
Q08AF3	PXD004452-Sample-2	liver	6451436.723333334	4.343277182156883
Q5THJ4	PXD004452-Sample-2	liver	6448093.232810165	4.343052048447056
Q16654	PXD004452-Sample-2	liver	6447955.979166666	4.343042803987918
Q12955	PXD004452-Sample-2	liver	6447236.325378788	4.342994329849355
Q6P4A8	PXD004452-Sample-2	liver	6446227.44047619	4.342926364691982
Q12965	PXD004452-Sample-2	liver	6445123.554597702	4.342851987453004
Q9Y3C1	PXD004452-Sample-2	liver	6441724.333333334	4.342622875868083
Q8TD19	PXD004452-Sample-2	liver	6438842.845833333	4.34242856545855
Q8IXI2	PXD004452-Sample-2	liver	6433088.717741936	4.342040280882553
Q96BJ3	PXD004452-Sample-2	liver	6430129.0	4.341840425895378
Q15390	PXD004452-Sample-2	liver	6424256.365384615	4.341443603657264
Q92621	PXD004452-Sample-2	liver	6424202.968164793	4.341439993867589
Q9ULH7	PXD004452-Sample-2	liver	6422003.344086021	4.3412912675299005
P17342	PXD004452-Sample-2	liver	6413883.660714285	4.340741818293991
A5PLN9	PXD004452-Sample-2	liver	6413126.074999999	4.340690517904821
P35626	PXD004452-Sample-2	liver	6409583.783783784	4.34045056900407
Q2NL82	PXD004452-Sample-2	liver	6400656.674242424	4.339845272787585
Q8N2F6	PXD004452-Sample-2	liver	6397330.466666667	4.339619525783397
Q8N465	PXD004452-Sample-2	liver	6391759.641304348	4.339241175353915
P60484	PXD004452-Sample-2	liver	6390119.55882353	4.339129724015025
Q8IY33	PXD004452-Sample-2	liver	6389047.2	4.339056836708745
O75896	PXD004452-Sample-2	liver	6388359.166666667	4.339010065232321
Q8WVC6	PXD004452-Sample-2	liver	6384516.064102564	4.338748724186208
P09172	PXD004452-Sample-2	liver	6373059.020987654	4.33796868065784
Q86Y07	PXD004452-Sample-2	liver	6372365.76	4.337921435559788
Q7Z3J3	PXD004452-Sample-2	liver	6367657.933712121	4.3376004655018345
Q9UBB4	PXD004452-Sample-2	liver	6365814.87962963	4.337474745168474
Q9P258	PXD004452-Sample-2	liver	6363308.546296297	4.337303722119341
Q8IXL6	PXD004452-Sample-2	liver	6346073.384615385	4.336125830032722
Q07352	PXD004452-Sample-2	liver	6338997.446428572	4.335641316975051
Q9UBV2	PXD004452-Sample-2	liver	6330380.722972972	4.335050570377101
O75192	PXD004452-Sample-2	liver	6326267.307692308	4.334768278633389
O43896	PXD004452-Sample-2	liver	6319342.176229509	4.334292612089166
Q13042	PXD004452-Sample-2	liver	6318915.371794873	4.334263279119778
P82970	PXD004452-Sample-2	liver	6313175.833333333	4.333868625532566
P28827	PXD004452-Sample-2	liver	6312650.4	4.333832478544133
O95749	PXD004452-Sample-2	liver	6309261.176470588	4.333599245867257
Q9NRN5	PXD004452-Sample-2	liver	6298356.052631579	4.3328479482663225
P49137	PXD004452-Sample-2	liver	6296150.166666667	4.332695817790481
Q8N335	PXD004452-Sample-2	liver	6287734.357142857	4.332114925590632
Q9NTX7	PXD004452-Sample-2	liver	6281887.321428572	4.331710882319593
Q96MW1	PXD004452-Sample-2	liver	6281510.984848484	4.3316848637382925
Q8TEA8	PXD004452-Sample-2	liver	6276072.314814815	4.331308679169044
Q96J02	PXD004452-Sample-2	liver	6271978.992592593	4.331025335202196
Q92835	PXD004452-Sample-2	liver	6266212.164179104	4.330625835481168
Q96HA9	PXD004452-Sample-2	liver	6262738.392857143	4.330385010880845
Q8TEH3	PXD004452-Sample-2	liver	6260091.574074075	4.330201426369639
P11802	PXD004452-Sample-2	liver	6259274.020833333	4.330144704827492
Q16611	PXD004452-Sample-2	liver	6254819.6875	4.329835534620842
Q96F15	PXD004452-Sample-2	liver	6249094.552083334	4.329437835972928
P0DOX3	PXD004452-Sample-2	liver	6236869.021739131	4.328587363835602
O43294	PXD004452-Sample-2	liver	6236723.688405798	4.32857724366154
P35527	PXD004452-Sample-2	liver	6233018.211538462	4.328319135961062
Q96PU5	PXD004452-Sample-2	liver	6231697.041666667	4.328227071798269
Q8NC96	PXD004452-Sample-2	liver	6220273.75	4.327430238267134
Q9H7F0	PXD004452-Sample-2	liver	6215586.0612244895	4.327102824241018
Q29RF7	PXD004452-Sample-2	liver	6213621.990867579	4.326965569329586
Q9Y6E2	PXD004452-Sample-2	liver	6206885.833333333	4.326494497393625
Q96TA2	PXD004452-Sample-2	liver	6200846.453252032	4.326071717535069
Q96DP5	PXD004452-Sample-2	liver	6200221.16	4.326027921078566
Q8IYM9	PXD004452-Sample-2	liver	6191873.286666667	4.325442800316567
Q8N5M1	PXD004452-Sample-2	liver	6190669.955555555	4.32535839115233
Q15633	PXD004452-Sample-2	liver	6186458.928571428	4.32506287417581
Q9P016	PXD004452-Sample-2	liver	6171694.604166667	4.324025167749569
Q9P013	PXD004452-Sample-2	liver	6170838.4375	4.323964916185604
Q6IQ22	PXD004452-Sample-2	liver	6170694.652777778	4.323954796711631
Q9UEW8	PXD004452-Sample-2	liver	6161238.69047619	4.323288774127952
P12318	PXD004452-Sample-2	liver	6158913.9	4.323124872961962
Q969S3	PXD004452-Sample-2	liver	6158578.0	4.32310118640017
O94819	PXD004452-Sample-2	liver	6156377.462962963	4.322945979813276
E9PAV3	PXD004452-Sample-2	liver	6146630.009708738	4.322257812134588
Q8WX92	PXD004452-Sample-2	liver	6145769.155172414	4.322196983589982
Q9NXW9	PXD004452-Sample-2	liver	6139912.321428572	4.3217829095683
Q6P9B6	PXD004452-Sample-2	liver	6138409.934210527	4.321676628193996
Q9NQT5	PXD004452-Sample-2	liver	6135651.458333333	4.321481421272051
Q9BV38	PXD004452-Sample-2	liver	6135065.449074075	4.321439940307287
Q63HN8	PXD004452-Sample-2	liver	6129747.068181818	4.321063294742475
Q9ULX6	PXD004452-Sample-2	liver	6126107.666666667	4.320805365438299
P06213	PXD004452-Sample-2	liver	6111985.5	4.319803055406067
P04049	PXD004452-Sample-2	liver	6108362.657657658	4.3195455536616185
P22748	PXD004452-Sample-2	liver	6108013.035714285	4.319520695408301
Q8NFF5	PXD004452-Sample-2	liver	6104249.5	4.319253016451986
Q9BV94	PXD004452-Sample-2	liver	6103909.5912698405	4.319228832545995
Q8IYS2	PXD004452-Sample-2	liver	6103628.625	4.319208841275281
Q9GZM5	PXD004452-Sample-2	liver	6093474.666666667	4.318485750064702
Q9BVT8	PXD004452-Sample-2	liver	6088453.5625	4.31812773811206
P53779	PXD004452-Sample-2	liver	6083780.454545454	4.317794273425978
P53701	PXD004452-Sample-2	liver	6079954.783333333	4.317521089585768
Q9BYD2	PXD004452-Sample-2	liver	6079466.494791667	4.317486209468617
O15123	PXD004452-Sample-2	liver	6073461.607142857	4.317057030630285
Q9BRQ6	PXD004452-Sample-2	liver	6072382.5	4.316979860155409
Q6NZ67	PXD004452-Sample-2	liver	6072218.928571428	4.316968161431618
P29590	PXD004452-Sample-2	liver	6065929.805555556	4.31651812053559
O15269	PXD004452-Sample-2	liver	6063714.0	4.316359449406927
Q9NX07	PXD004452-Sample-2	liver	6061609.25	4.316208677126284
Q504Q3	PXD004452-Sample-2	liver	6049736.117647059	4.315357171804765
